"CODALM";"CODPDT";"LOCALIZ";"SISVAL";"PVP1";"PRESTA";"PREULT";"PREMED";"CANEXI";"CODPRV";"STOCKMIN";"STOCKMAX"
"01";"22542-4-4";"ESTANTERIA RACO";"M";2,14000;0,00000;0,95700;0,95700;0,00;"00001";0,00;0,00
"01";"20542-4-4";;"M";1,72000;0,00000;0,00000;0,75127;0,00;;0,00;0,00
"01";"20592-4-4";"E";"M";1,98000;0,00000;0,81900;0,75793;0,00;"00001";0,00;0,00
"01";"22592-4-4";;"M";2,08000;0,00000;1,03000;1,03000;0,00;"00001";0,00;0,00
"01";"12510-4-6";;"M";1,17000;0,00000;0,61500;0,61500;0,00;"00001";0,00;0,00
"01";"20511-4-6";"ESTANTERIA RACO";"M";1,11000;0,00000;0,00000;0,54091;0,00;"00001";0,00;0,00
"01";"22592-4-6";;"M";3,60000;0,00000;1,11600;1,11600;0,00;"00001";0,00;0,00
"01";"20592-4-6";;"M";2,40000;0,00000;1,26800;1,26800;0,00;"00001";0,00;0,00
"01";"22511-4-6";"ESTANTERIA RACO";"M";1,12389;0,00000;0,61500;0,61500;0,00;"00001";0,00;0,00
"01";"22542-4-6";"ESTANTERIA RACO";"M";2,22000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20542-4-6";"ESTANTERIA RACO";"M";2,40000;0,00000;0,00000;1,32223;0,00;"00001";0,00;0,00
"01";"638-4-6";"ESTANTERIA RACO";"M";0,85344;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"00200-4-4";"ESTANTERIA RACO";"M";0,63106;0,00000;0,00000;0,26205;0,00;"00001";0,00;0,00
"01";"672-14-14";"050301";"M";1,00000;0,00000;0,00000;0,30022;17,00;"00001";10,00;20,00
"01";"22512-6-4";"ESTANTERIA RACO";"M";1,71288;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20511-6-4";"ESTANTERIA RACO";"M";1,56000;0,00000;0,77700;0,77812;0,00;"00001";0,00;0,00
"01";"22592-6-4";"ESTANTERIA RACO";"M";2,87284;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20591-6-4";"ESTANTERIA RACO";"M";3,06000;0,00000;0,00000;1,21404;0,00;"00001";0,00;0,00
"01";"20592-6-6";"ESTANTERIA RACO";"M";2,57233;0,00000;0,00000;0,91955;0,00;"00001";0,00;0,00
"01";"22542-6-6";"ESTANTERIA RACO";"M";2,64000;0,00000;0,00000;0,00000;0,00;;0,00;0,00
"01";"20542-6-6";"ESTANTERIA RACO";"M";2,12000;0,00000;0,00000;0,96162;0,00;"00001";0,00;0,00
"01";"22512-6-6";"ESTANTERIA RACO";"M";1,00000;0,00000;0,45500;0,00000;0,00;"00001";0,00;0,00
"01";"20511-6-6";"ESTANTERIA RACO";"M";1,00000;0,00000;0,52200;0,52200;0,00;"00001";0,00;0,00
"01";"12510-6-6";"ESTANTERIA RACO";"M";0,96000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"10510-6-6";"ESTANTERIA RACO";"M";1,18000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"10010-6-6";;"M";1,03374;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"728-06-06";"050805";"M";6,65000;0,00000;0,00000;2,65032;9,00;"00001";10,00;20,00
"01";"29910-6-17";"ESTANTERIA RACO";"M";2,02000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"00200-6-6";"ESTANTERIA RACO";"M";0,72722;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"672-38-17";"050301";"M";1,28000;0,00000;0,00000;0,38438;1,00;"00001";5,00;10,00
"01";"638-6-8";;"M";1,31000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"638-6-12";"ESTANTERIA RACO";"M";3,15000;0,00000;0,00000;0,00000;0,00;;0,00;0,00
"01";"TMG-06-06";"050704";"M";0,81000;0,00000;0,28500;0,28446;39,00;"00001";10,00;20,00
"01";"2910-6-8";"ESTANTERIA RACO";"M";4,58572;0,00000;0,00000;0,00000;0,00;;0,00;0,00
"01";"20542-6-8";"ESTANTERIA RACO";"M";2,88000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"22542-6-8";"ESTANTERIA RACO";"M";3,12000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20592-6-8";"ESTANTERIA RACO";"M";2,94000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"22592-6-8";"ESTANTERIA RACO";"M";2,96000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"12512-6-8";"ESTANTERIA RACO";"M";1,19601;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"10510-6-8";"ESTANTERIA RACO";"M";1,72000;0,00000;0,00000;0,78733;0,00;"00001";0,00;0,00
"01";"20511-6-8";"ESTANTERIA RACO";"M";1,38000;0,00000;0,68500;0,67013;0,00;;0,00;0,00
"01";"22512-6-8";"ESTANTERIA RACO";"M";1,79703;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"728-08-08";"050805";"M";9,60000;0,00000;0,00000;2,88000;18,00;"00001";10,00;20,00
"01";"2310-8-8";;"M";3,94865;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"29910-8-21";;"M";4,58572;0,00000;0,00000;0,01350;-10,00;"00001";0,00;0,00
"01";"10010-8-8";;"M";1,20000;0,00000;0,43200;0,40645;0,00;"00001";0,00;0,00
"01";"683-8-8";"E";"M";4,02678;0,00000;0,00000;0,00000;2,00;"00001";0,00;0,00
"01";"10510-8-8";;"M";1,74000;0,00000;0,91700;0,86112;0,00;"00001";0,00;0,00
"01";"12510-8-8";"ESTANTERIA RACO";"M";1,38000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"23390-8-8";;"M";5,60744;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20512-8-8";"ESTANTERIA RACO";"M";2,39203;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"22512-8-8";"ESTANTERIA RACO";"M";1,83000;0,00000;0,79000;0,00000;0,00;"00001";0,00;0,00
"01";"20542-8-8";"ESTANTERIA RACO";"M";2,88000;0,00000;0,00000;1,29218;0,00;"00001";0,00;0,00
"01";"22542-8-8";;"M";3,70000;0,00000;1,83400;1,83400;0,00;"00001";0,00;0,00
"01";"23340-8-8";;"M";4,95835;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20592-8-8";"ESTANTERIA RACO";"M";3,00000;0,00000;1,37500;1,32591;0,00;"00001";0,00;0,00
"01";"22592-8-8";"ESTANTERIA RACO";"M";3,56000;0,00000;1,75000;1,75000;0,00;"00001";0,00;0,00
"01";"22591-8-10";"ESTANTERIA RACO";"M";3,42000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20592-8-10";;"M";5,28000;0,00000;0,00000;1,97132;0,00;;0,00;0,00
"01";"22512-8-10";"ESTANTERIA RACO";"M";1,96000;0,00000;0,89200;0,89200;0,00;"00001";0,00;0,00
"01";"20511-8-10";"ESTANTERIA RACO";"M";3,03000;0,00000;0,00000;1,15394;0,00;"00001";0,00;0,00
"01";"10510-8-10";"ESTANTERIA RACO";"M";3,40000;0,00000;0,00000;1,38233;-1,00;"00001";0,00;0,00
"01";"12510-8-10";"ESTANTERIA RACO";"M";1,71000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"00200-8-8";"ESTANTERIA RACO";"M";1,04576;0,00000;0,00000;0,40268;0,00;"00001";0,00;0,00
"01";"638-10-12";"050303";"M";2,48819;0,00000;0,73300;0,86488;12,00;"00001";10,00;15,00
"01";"10010-10-10";"050408";"M";1,53258;0,00000;0,00000;1,10195;8,00;"00001";10,00;20,00
"01";"22512-10-10";"ESTANTERIA RACO";"M";2,46000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20511-10-10";"050101";"M";2,54000;0,00000;0,00000;0,99471;29,00;"00001";10,00;25,00
"01";"639-10-10";"050302";"M";1,19601;0,00000;1,17330;1,13412;34,00;"00001";20,00;40,00
"01";"20542-10-10";"ESTANTERIA RACO";"M";4,44000;0,00000;0,00000;2,13960;0,00;"00001";0,00;0,00
"01";"22542-10-10";;"M";4,46000;0,00000;0,00000;4,15000;0,00;"00001";0,00;0,00
"01";"00200-10-10";"ESTANTERIA RACO";"M";1,29218;0,00000;0,00000;0,59500;0,00;"00001";0,00;0,00
"01";"20592-10-10";;"M";4,23000;0,00000;0,00000;1,95329;0,00;"00001";0,00;0,00
"01";"22592-10-10";;"M";4,44000;0,00000;1,93200;1,93250;0,00;"00001";0,00;0,00
"01";"22592-12-12";"050701";"M";6,63000;0,00000;0,00000;2,96850;19,00;"00001";4,00;10,00
"01";"20592-12-12";"050205";"M";6,43000;0,00000;2,18140;2,22814;13,00;"00001";4,00;8,00
"01";"20542-12-12";"ESTANTERIA RACO";"M";5,35000;0,00000;2,46100;2,38311;0,00;"00001";0,00;0,00
"01";"22542-12-12";;"M";6,65000;0,00000;3,03600;3,03600;0,00;"00001";0,00;0,00
"01";"25512-12-12";"050701";"M";5,10000;0,00000;0,00000;2,54605;5,00;"00001";10,00;20,00
"01";"22512-12-12";;"M";3,30000;0,00000;0,00000;2,19083;0,00;"00001";0,00;0,00
"01";"20512-12-12";"ESTANTERIA RACO";"M";2,73000;0,00000;0,00000;0,00000;20,00;"00001";0,00;0,00
"01";"12510-12-12";"050203";"M";2,50000;0,00000;0,00000;1,33957;27,00;"00001";20,00;35,00
"01";"10510-12-12";"050103";"M";3,54000;0,00000;0,00000;1,25121;76,00;"00001";30,00;50,00
"01";"23390-12-12";"ESTANTERIA RACO";"M";6,23250;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"23340-12-12";"ESTANTERIA RACO";"M";6,23250;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"639-12-12";"050302";"M";2,29000;0,00000;0,00000;0,67318;23,00;"00001";15,00;35,00
"01";"00200-12-12";"ESTANTERIA RACO";"M";1,55061;0,00000;0,00000;0,69717;0,00;"00001";0,00;0,00
"01";"009900-12-12";"ESTANTERIA RACO";"M";1,90521;0,00000;0,00000;0,82339;0,00;"00001";0,00;0,00
"01";"10010-12-12";"050408";"M";1,62874;0,00000;0,00000;1,30300;10,00;"00001";10,00;20,00
"01";"23310-12-12";"ESTANTERIA RACO";"M";5,75169;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"15510-12-12";"050701";"M";5,53000;0,00000;0,00000;3,62401;16,00;"00001";8,00;15,00
"01";"2910-12-26";"ESNTATERIA RACO";"M";8,70266;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"634-12-25";"050301";"M";2,22975;0,00000;0,00000;1,65000;7,00;"00001";2,00;5,00
"01";"683-12-12";"050807";"M";7,33000;0,00000;0,00000;2,30881;9,00;"00001";4,00;8,00
"01";"672-34-27";"050301";"M";2,08551;0,00000;0,00000;1,70000;14,00;"00001";5,00;10,00
"01";"TMG-12";"050804";"M";3,23000;0,00000;0,00000;0,61011;17,00;"00001";10,00;20,00
"01";"20511-10-12";"050101";"M";3,33000;0,00000;0,00000;0,98368;17,00;"00001";10,00;25,00
"01";"THG-12";"050804";"M";1,45000;0,00000;0,00000;0,72881;8,00;"00001";10,00;20,00
"01";"7620-12-12";;"M";40,37000;0,00000;0,00000;12,11000;-1,00;"00001";0,00;0,00
"01";"654-12-12";"050708";"M";15,24000;0,00000;0,00000;3,97029;16,00;"00001";5,00;10,00
"01";"638-12-20";"050303";"M";3,48587;0,00000;3,82200;3,10125;8,00;"00001";2,00;4,00
"01";"638-12-16";"050303";"M";4,10000;0,00000;0,00000;1,24848;3,00;"00001";4,00;8,00
"01";"10510-10-12";"050103";"M";3,75000;0,00000;0,00000;1,28645;30,00;"00001";10,00;20,00
"01";"20512-12-16";"ESNTATERIA RACO";"M";5,41000;0,00000;0,00000;1,85112;0,00;"00001";0,00;0,00
"01";"17510-10-12";;"M";6,21447;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"22512-12-16";"ESTANTERIA RACO";"M";5,83000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"22541-10-12";"050307";"M";6,23000;0,00000;0,00000;3,28692;11,00;"00001";10,00;20,00
"01";"20541-10-12";"050207";"M";5,89000;0,00000;0,00000;2,44552;15,00;"00001";10,00;20,00
"01";"22591-10-12";"050305";"M";5,53000;0,00000;0,00000;3,50000;7,00;;8,00;20,00
"01";"20591-10-12";"050205";"M";6,98000;0,00000;0,00000;1,88055;6,00;"00001";10,00;20,00
"01";"22592-16-16";;"M";10,67000;0,00000;4,31000;4,31000;0,00;"00001";0,00;0,00
"01";"20592-16-16";"050205";"U";10,18000;0,00000;4,21600;4,80700;10,00;"00001";3,00;6,00
"01";"23390-16-16";"ESTANTERIA RACO";"M";8,20382;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"23340-16-16";"ESTANTERIA RACO";"M";8,20382;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"23310-16-16";"ESTANTERIA RACO";"M";7,42851;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"22542-16-16";"ESTANTERIA RACO";"M";10,24726;0,00000;5,18300;5,18300;0,00;"00001";0,00;0,00
"01";"9900-16";"050107";"M";5,82000;0,00000;0,00000;2,41371;21,00;"00001";20,00;34,00
"01";"22512-16-16";;"M";5,35000;0,00000;0,00000;3,06500;-2,00;"00001";0,00;0,00
"01";"20512-16-16";"ESTANTERIA RACO";"M";4,77000;0,00000;0,00000;2,71000;0,00;"00001";10,00;20,00
"01";"00200-16-16";"ESTANTERIA RACO";"M";2,84279;0,00000;0,00000;0,59500;0,00;"00001";0,00;0,00
"01";"634-16-25";"050301";"M";4,83815;0,00000;0,00000;3,67150;0,00;"00001";2,00;5,00
"01";"12510-16-16";"050203";"M";6,43000;0,00000;0,00000;2,65196;19,00;"00001";15,00;30,00
"01";"10510-16-16";"050103";"M";5,47000;0,00000;0,00000;2,42731;26,00;"00001";20,00;40,00
"01";"632-25-16";"050302";"M";4,54365;0,00000;1,89300;2,06400;10,00;"00001";2,00;4,00
"01";"639-16-16";"050302";"M";4,73000;0,00000;0,00000;1,26516;19,00;"00001";15,00;30,00
"01";"10010-16";;"M";2,44011;0,00000;0,36000;0,36000;0,00;"00001";0,00;0,00
"01";"638-16-20";"050303";"M";10,72000;0,00000;0,00000;3,46219;8,00;"00001";5,00;10,00
"01";"20592-16-20";"ESTANTERIA RACO";"M";22,02000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20512-20-20";"050101";"M";10,84000;0,00000;0,00000;4,18178;3,00;"00001";0,00;0,00
"01";"10010-20-20";"050408";"M";3,97870;0,00000;0,00000;1,04200;1,00;"00001";10,00;20,00
"01";"20592-20-20";"ESTANTERIA RACO";"M";18,96000;0,00000;0,00000;7,04833;0,00;"00001";0,00;0,00
"01";"697-4-4";"01010401";"M";0,23000;0,00000;0,00000;0,05835;293,00;"00001";0,00;0,00
"01";"697-6-6";"01010401";"M";0,28000;0,00000;0,00000;0,06225;181,00;"00001";0,00;0,00
"01";"697-8-8";"01010401";"M";0,28000;0,00000;0,00000;0,07680;220,00;"00001";0,00;0,00
"01";"697-12-12";"01010401";"M";0,38000;0,00000;0,00000;0,10056;105,00;"00001";0,00;0,00
"01";"697-16-16";"01010401";"M";0,73000;0,00000;0,00000;0,13857;61,00;"00001";0,00;0,00
"01";"697-20-20";"01010401";"M";1,28000;0,00000;0,32000;0,31464;2,00;"00001";0,00;0,00
"01";"697-24-24";"ESTANTERIA RACO";"M";1,56000;0,00000;0,45000;0,45000;0,00;"00001";0,00;0,00
"01";"7M8485";"07050310";"M";1,61000;0,00000;0,06000;0,38755;7,00;"3";0,00;0,00
"01";"5P9186";"01020504";"M";2,59000;0,00000;0,00000;0,00000;0,00;"2";0,00;0,00
"01";"7G3737";"01030201";"M";6,72533;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"6K2430";"01040301";"M";58,03373;0,00000;0,00000;7,35000;0,00;"3";0,00;0,00
"01";"4V5098";"E";"M";3590,41025;0,00000;0,00000;1352,27723;0,00;"3";0,00;0,00
"01";"3P3461";"070301";"M";17,70582;0,00000;0,00000;3,07101;0,00;"3";0,00;0,00
"01";"4F7389";"01020201";"M";5,41000;0,00000;0,00000;0,21000;0,00;"3";0,00;0,00
"01";"4F8946";"01020201";"M";2,80000;0,00000;0,00000;1,28016;0,00;"3";0,00;0,00
"01";"1H8171";"01020204";"M";1,82708;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"4H6112";;"M";11,73000;0,00000;0,00000;2,70000;0,00;"3";0,00;0,00
"01";"7F8262";"E";"M";3,53996;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"3H1461";"01020204";"M";2,63844;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"5P3456";"01020504";"M";7,72301;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"1H9696";"01020204";"M";3,50000;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"1J2176";"01020303";"M";7,67492;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"1P3707";"01010405";"M";4,35734;0,00000;0,00000;0,50997;-12,00;"3";0,00;0,00
"01";"7F8267";"01020202";"M";3,95000;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"8T4977";"07050317";"M";26,00000;0,00000;4,34000;4,34000;1,00;"3";0,00;0,00
"01";"5H6734";"01020302";"M";6,96000;0,00000;0,00000;0,49000;0,00;"3";0,00;0,00
"01";"2H9247";"01020204";"M";6,31063;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"8H7521";"07050305";"M";5,58941;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"4D1577";"01020103";"M";10,38549;0,00000;0,00000;0,88667;0,00;"3";0,00;0,00
"01";"2S4750";"01030602";"M";4,30325;0,00000;0,00000;3,22142;-2,00;"3";0,00;0,00
"01";"2H3088";"01020204";"M";4,77204;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"8T8957";"E";"M";17,42334;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"3S9896";"01020601";"M";6,17840;0,00000;0,00000;5,45250;0,00;"3";0,00;0,00
"01";"4L9564";"01020402";"M";6,35270;0,00000;0,00000;2,22707;0,00;"3";0,00;0,00
"01";"6H7201";"E";"M";12,38000;0,00000;0,00000;9,60000;0,00;"3";0,00;0,00
"01";"6Y1861";"E";"M";84,55038;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"9P7390";"E";"M";66,38000;0,00000;0,00000;104,16000;0,00;"3";0,00;0,00
"01";"6Y5911";"070301";"M";149,76000;0,00000;0,00000;0,00000;0,00;"3";0,00;0,00
"01";"8P2053";"07050301";"M";48,66000;0,00000;0,00000;37,71000;0,00;"3";0,00;0,00
"01";"8D9739";"E";"M";34,97890;0,00000;0,00000;38,03806;0,00;"3";0,00;0,00
"01";"8P2051";"E";"M";132,54000;0,00000;0,00000;39,94500;0,00;"36";0,00;0,00
"01";"8P1964";"E";"M";120,78000;0,00000;39,50000;39,50000;0,00;"3";0,00;0,00
"01";"7G3200";"E";"M";2025,41079;0,00000;871,46755;871,46755;0,00;"3";0,00;0,00
"01";"7F8268";"07050408";"M";3,64814;0,00000;0,00500;0,01000;1,00;"3";0,00;0,00
"01";"8B4967";"01020101";"M";3,08000;0,00000;0,84000;0,84000;0,00;"3";0,00;0,00
"01";"6Y5912";"E";"M";106,80000;0,00000;32,87000;33,67496;0,00;"3";0,00;0,00
"01";"4T7388";;"M";1132,88378;0,00000;0,00000;388,52284;0,00;"3";0,00;0,00
"01";"LIQUIDO FRENOS";"010306";"M";8,28000;0,00000;4,99666;4,99667;0,00;"113";0,00;0,00
"01";"1197311030";;"M";68,69568;0,00000;0,00000;51,51876;0,00;"4";0,00;0,00
"01";"ESTATOR";;"M";98,73427;0,00000;0,00000;74,05070;0,00;"4";0,00;0,00
"01";"6303";"E";"M";17,77794;0,00000;0,00000;13,33045;0,00;"4";0,00;0,00
"01";"6201";;"M";9,98882;0,00000;0,00000;0,00000;0,00;"4";0,00;0,00
"01";"1U3875";"E";"M";3,23946;0,00000;0,00000;0,00006;0,00;"3";0,00;0,00
"01";"3K0158";"E";"M";91,48606;0,00000;0,00000;15,76500;0,00;"3";0,00;0,00
"01";"3K0109";"E";"M";226,33000;0,00000;0,00000;22,53000;0,00;"3";0,00;0,00
"01";"1.78X4.47";"01011208";"M";0,94960;0,00000;0,00000;0,28171;75,00;"22";20,00;30,00
"01";"1.78X5.28";"01011208";"M";0,94960;0,00000;0,00000;0,26300;90,00;"22";20,00;35,00
"01";"1.78X6.07";"01011208";"M";0,94960;0,00000;0,00000;0,26930;61,00;"22";20,00;30,00
"01";"1.78X7.65";"01011208";"M";0,95000;0,00000;0,00000;0,28279;67,00;"22";20,00;30,00
"01";"1.78X9.25";"01011408";"M";0,95000;0,00000;0,00000;0,27021;26,00;"22";20,00;30,00
"01";"1.78X10.82";"01011208";"M";0,97000;0,00000;0,00000;0,36761;56,00;"22";20,00;35,00
"01";"1.78X12.42";"01011208";"M";2,70000;0,00000;0,00000;0,33109;102,00;"22";20,00;35,00
"01";"1.78X14.00";"01011208";"M";1,00369;0,00000;0,32280;0,42314;38,00;"22";20,00;35,00
"01";"1.78X15.60";"01011207";"M";0,97000;0,00000;0,00000;0,28670;31,00;"22";20,00;35,00
"01";"1.78X17.17";"01011207";"M";0,92556;0,00000;0,00000;0,38128;38,00;"22";20,00;35,00
"01";"1.78X20.35";"01011207";"M";1,06000;0,00000;0,00000;0,37150;9,00;"22";20,00;30,00
"01";"1.78X21.95";"01011207";"M";1,04000;0,00000;0,00000;0,38279;42,00;"22";20,00;35,00
"01";"1.78X23.52";"01011207";"M";1,08182;0,00000;0,00000;0,29924;62,00;"22";20,00;30,00
"01";"1.78X25.12";"01011207";"M";1,20000;0,00000;0,35600;0,43019;29,00;"22";15,00;25,00
"01";"1.78X26.70";"01011207";"M";1,14192;0,00000;0,00000;0,31512;33,00;"22";15,00;25,00
"01";"1.78X28.30";"01011206";"M";0,95000;0,00000;0,00000;0,30155;42,00;"22";15,00;25,00
"01";"1.78X29.87";"01011206";"M";1,00000;0,00000;0,60900;0,49322;34,00;"22";15,00;30,00
"01";"1.78X31.47";"01011206";"M";0,98566;0,00000;0,00000;0,33433;12,00;"22";20,00;35,00
"01";"1.78X33.05";"01011206";"M";1,23808;0,00000;0,00000;0,38859;38,00;"22";20,00;35,00
"01";"1.78X34.65";"01011206";"M";0,99000;0,00000;0,00000;0,36115;31,00;"22";20,00;35,00
"01";"1.78X37.82";"01011205";"M";1,26213;0,00000;0,00000;1,26564;39,00;"22";20,00;35,00
"01";"1.78X41.00";;"M";1,27415;0,00000;0,00000;0,00000;0,00;"22";0,00;0,00
"01";"1.78X44.17";"01011205";"M";1,29000;0,00000;0,00000;0,38257;30,00;"22";20,00;35,00
"01";"1.78X47.35";"01011205";"M";1,29218;0,00000;0,00000;0,47061;30,00;"22";20,00;35,00
"01";"1.78X50.52";"01011205";"M";1,42000;0,00000;0,00000;0,54314;30,00;"22";20,00;35,00
"01";"1.78X53.70";"01011205";"M";1,52000;0,00000;0,00000;0,60400;29,00;"22";20,00;30,00
"01";"1.78X56.87";"01011204";"M";1,38233;0,00000;0,00000;0,59870;22,00;"22";20,00;30,00
"01";"1.78X60.05";"01011204";"M";1,43041;0,00000;0,00000;0,66753;29,00;"22";20,00;30,00
"01";"1.78X63.22";"01011204";"M";1,58000;0,00000;0,00000;0,64790;29,00;"22";20,00;30,00
"01";"1.78X66.40";"01011204";"M";1,46647;0,00000;0,62900;0,69303;33,00;"22";20,00;30,00
"01";"1.78X69.57";"01011203";"M";4,20000;0,00000;0,61100;1,00800;30,00;"22";20,00;30,00
"01";"1.78X72.75";"01011203";"M";1,54000;0,00000;0,00000;0,65680;21,00;"22";15,00;25,00
"01";"1.78X75.92";"01011203";"M";1,57465;0,00000;0,00000;0,72400;23,00;"22";15,00;25,00
"01";"1.78X82.87";;"M";2,95000;0,00000;1,58700;1,58700;0,00;"22";0,00;0,00
"01";"1.78X88.62";"01011202";"M";1,82107;0,00000;0,00000;1,02016;33,00;"22";10,00;15,00
"01";"1.78X94.97";"01011202";"M";2,01339;0,00000;0,93500;1,53334;15,00;"22";10,00;15,00
"01";"1.78X101.32";"01011201";"M";2,19970;0,00000;0,00000;2,83000;14,00;"22";10,00;15,00
"01";"1.78X105.67";;"M";2,23577;0,00000;0,00000;0,00000;0,00;"22";10,00;15,00
"01";"1.78X114.02";"01011201";"M";2,27183;0,00000;0,00000;1,28837;14,00;"22";10,00;15,00
"01";"1.78X120.37";"01011201";"M";3,75000;0,00000;0,00000;2,09600;3,00;"22";10,00;15,00
"01";"TMG-16";"050804";"M";2,79000;0,00000;0,00000;0,94883;10,00;"00001";8,00;15,00
"01";"THG-16";"050804";"M";3,50000;0,00000;0,00000;0,95365;15,00;"00001";5,00;10,00
"01";"728-04-04";"050705";"M";4,70000;0,00000;0,00000;2,53101;9,00;"00001";10,00;20,00
"01";"639-4-4";"E";"M";0,85000;0,00000;0,00000;0,00000;2,00;"00001";0,00;0,00
"01";"22512-4-4";"ESTANTERIA RACO";"M";1,00000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"20512-4-4";"ESTANTERIA RACO";"M";0,75127;0,00000;0,41400;0,40538;0,00;"00001";0,00;0,00
"01";"12510-4-4";"ESTANTERIA RACO";"M";1,02000;0,00000;0,00000;0,00000;0,00;"00001";0,00;0,00
"01";"10010-4";;"M";0,60000;0,00000;1,24700;1,24700;19,00;"00001";0,00;0,00
"01";"22511-10-12";"050201";"M";3,00000;0,00000;0,00000;1,22902;9,00;"00001";8,00;15,00
"01";"632-25-12";"050302";"M";1,75000;0,00000;0,00000;0,80422;6,00;"00001";4,00;8,00
"01";"7X2407";"E";"M";329,98000;0,00000;0,00000;113,68000;0,00;"3";0,00;0,00
"01";"1399175";"E";"M";335,40000;0,00000;0,00000;109,80000;0,00;"3";0,00;0,00
"01";"2.62X5.23";"01011108";"M";1,35228;0,00000;0,00000;0,57454;28,00;"22";20,00;30,00
"01";"2.62X6.02";"01011108";"M";0,90152;0,00000;0,00000;0,48273;32,00;"22";20,00;30,00
"01";"2.62X7.59";"01011108";"M";1,11187;0,00000;0,00000;0,56359;44,00;"22";20,00;30,00
"01";"2.62X9.19";"01011108";"M";1,62000;0,00000;0,00000;0,32656;-4,00;"22";20,00;30,00
"01";"2.62X10.77";"01011108";"M";1,00000;0,00000;0,00000;0,31700;-1,00;"22";20,00;30,00
"01";"2.62X12.37";"01011107";"M";0,97000;0,00000;0,33820;0,33800;1,00;"22";20,00;30,00
"01";"2.62X13.94";"01011107";"M";1,01000;0,00000;0,33820;0,78957;62,00;"22";20,00;30,00
"01";"2.62X15.54";"010111";"M";1,00000;0,00000;0,31700;0,31656;38,00;"22";20,00;30,00
"01";"2.62X17.12";"01011107";"M";1,60000;0,00000;0,00000;0,61665;71,00;"22";20,00;30,00
"01";"2.62X18.72";"01011107";"M";1,00000;0,00000;0,00000;0,32840;34,00;"22";20,00;30,00
"01";"2.62X20.29";"01011106";"M";1,00000;0,00000;0,00000;0,76933;18,00;"22";20,00;30,00
"01";"2.62X21.89";"01011106";"M";1,31021;0,00000;0,33820;0,34057;40,00;"22";20,00;30,00
